name,artist,cluster
16 Military Wives,The Decemberists,1
Running Away,Friendly Fires,1
Still Sound,Toro y Moi,6
Angi,Davy Graham,10
Lovestrong,Jonathan Wilson,5
Let's Stick Together,Wilbert Harrison,1
I'm Not Part Of Me,Cloud Nothings,4
The Big Change,Big Mama Thornton,2
Paper Doll,John Mayer,2
Nite Klub - Feat. Rico; 2002 Remastered Version,The Specials Featuring Rico,1
"Oba, Lá Vem Ela",Jorge Ben Jor,9
Careless,Beach Fossils,8
At Home,Crystal Fighters,1
The Fantastic Journey Of The Underground Man,De Staat,1
"Music Is My Hot, Hot Sex",CSS,1
Hot Fun in the Summertime,Sly & The Family Stone,7
Back 2 the Wild,Basement Jaxx,1
I'm No Different,Westbound Train,6
Move It,Balkan Beat Box,1
Grounds For Divorce,Elbow,9
Bright Whites,Kishi Bashi,9
Baby Boo Boogaloo,Vladimir and his orchestra,6
"Steady, As She Goes",The Raconteurs,4
Alarm Bells,Natty,9
Sunday Driver,The Limp Twins,7
"Guantanamera (feat. Ms. Lauryn Hill, Celia Cruz & Jeni Fujita)",Wyclef Jean,6
"Too Late, Too Late",Mr Hudson,3
Dance Tonight,Lucy Pearl,6
Angel,Massive Attack,10
Sweet Disposition,The Temper Trap,4
Cajun Moon,J.J. Cale,2
Prince Naseem,The Upsessions,1
Dumb Disco Ideas,Holy Ghost!,0
Ain't That Peculiar,Marvin Gaye,9
Love Rears Its Ugly Head - Hip Hop Mix,Living Colour,9
Gamma Ray,Beck,8
Action,Lola Kite,4
Sunshine,Ginger Ninja,1
All You're Waiting for,Classixx,1
Almost Cut My Hair - 2006 Remaster,"Crosby, Stills, Nash & Young",8
Prince Of Peace,Galliano,2
Bob Lennon John Dylan,The Phoenix Foundation,1
Wendy Wonders,Eugene McGuinness,8
Rock On,David Essex,3
Disrespect (Sound check Mix),Gregory Isaacs,6
Black Cat John Brown,Alamo Race Track,8
Despair - David Andrew Sitek vs Otis Pear Remix,Yeah Yeah Yeahs,1
Spring Song,David Philips,2
So Light Is Her Footfall,Air,4
"Baby, This Love I Have",Minnie Riperton,2
Wicked Games,The Weeknd,4
Girls And Boys,The Dynamics,6
Carry On,Woolfy vs Projections,10
(Everybody Wanna Get Rich) Rite Away,Dr. John,1
Turtles All the Way Down,Sturgill Simpson,4
Funeral de um Lavrador,Chico Buarque,8
Allah Wakbarr,Ofo The Black Company,1
Writing's on the Wall,Plan B,1
Dreamland,Marcia Griffiths,6
Noise & Girls,Smash TV,0
Be My Baby,Vanessa Paradis,1
8 A.M.,Santoré,10
Dark into Light,AM & Shawn Lee,4
Brando,Mile Me Deaf,1
Uncertainty,Jagwar Ma,4
I'll Start Again,"Prattle On, Rick.",1
I Don't Wanna Dance,Lady Linn,2
Mystery Train,Junior Parker,5
Carry You Around,Janne Schra,6
Breakaway,Irma Thomas,9
Got To Be Real - Single Version,Cheryl Lynn,1
Howling - Âme Remix,Frank Wiedemann,0
Holiday,Will And The People,8
Limbo,Sin Cos Tan,1
Lay Your Head Down,Keren Ann,10
Biese Bouwe,17 Hippies,8
Destiny feat. Pional,John Talabot,4
Stay Open,Jon Mcxro,9
How I Got Over,The Roots,9
Orphans,Beck,10
Northern Girls,Belleruche,6
The Klan,Gil Scott-Heron,6
Mother Mother,Fat Freddy's Drop,0
Staring At The Sun,TV On The Radio,4
Hoje Eu Quero Sair Só,Lenine,6
If My Mind Could Beat My Heart,Tim Knol,4
Stoned Immaculate,Dub Syndicate,3
PJ,Jesse Woods,2
We Could Forever,Bonobo,10
The Morning,The Weeknd,4
The Hard Way,James Hunter,2
Disco Quatro (Psychemagik Remix),Quentin Quatro,1
Carnival,Eric Clapton,1
Come Come,The Slackers,1
Miss You (Long Edit),The Dynamics,0
Velvet Elvis,Alex Winston,1
I’m Not The One,The Black Keys,2
I Wanna Woman,Woodward,5
Dooyo,Dur-Dur Band,3
Rock & Roll (Shouts Out Back To The Rappers),G. Love & Special Sauce,1
No eyes - feat Jaw - Original Version,Claptone,0
Box of Rain - 2001 Remaster,Grateful Dead,2
I've Been Trying,DJ Shadow,9
Matin,Ezéchiel Pailhès,8
When I Paint My Masterpiece - Remastered,The Band,9
The Suburbs,Arcade Fire,4
The Way We Get By,Spoon,1
You Shook Me,Muddy Waters,7
All by Myself,Daryll-Ann,4
Desire,Moodymann,4
All the Colours,Angus & Julia Stone,3
Rock Stars,AWKWARD i,8
What's That?(Gimme That),Moonlight Mask,8
Gone Till November (feat. The New York Philharmonic Orchestra),Wyclef Jean,4
A Little Love,Bing Ji Ling,1
Pick Me Up,The Clown,4
Rollerskate,Matias Aguayo,0
Man On The Moon,R.E.M.,1
50 Ways to Leave Your Lover,Paul Simon,6
Isn't This,Yung Life,9
Do It For Free,G. Love & Special Sauce,1
Coffee Cold,Galt MacDermot,2
Soul Train,Charles Wright,1
Kindness Be Conceived,Thao & The Get Down Stay Down,6
Jazzercise '95,Cherub,1
The Breach,Dustin Tebbutt,9
Catch The Sun,Doves,4
Escapee,Architecture In Helsinki,1
Sloppy Cosmic,Moodymann,0
Fuck Me Pumps,Amy Winehouse,6
Je m'appelle Jane,Jane Birkin,10
Lights Out,Menahan Street Band,8
Beautiful Life - Feat. Aqua,Shawn Anthony,1
Midnight Walker,Maza Blaska,9
"Wonderful World, Beautiful People - Single Version",Jimmy Cliff,6
Sweet Thing - 1999 Remaster,Van Morrison,7
Dance Me To The End Of Love,Pieter Embrechts,8
Fallin' Down ft. Parks,Julien Dyne,4
Paddling Out,Miike Snow,1
All You're Waiting For - (Switch Remix Radio Edit),Classixx,10
Home,Jack Johnson,8
My Love,Troumaca,1
Diane Young,Vampire Weekend,3
"Quizas, Quizas, Quizas",Gaby Moreno,2
Bienvenue au monde,Saule,2
Don't Let Them Break Your Heart (feat. Kenny Knots),Mungo's Hi Fi,3
Baby I Need You,The Funkees,4
Hey Boy,I am Aisha,3
Ritual Union,Electric Guest,1
Kwabena,Tuesday Born,10
If I Were a Carpenter,Johnny Cash,2
Shaft,Lloyd Charmers,3
Zimbabwe,New Navy,1
Drag Queens In Limousines,Mary Gauthier,7
Africa 2012 - Jay Tripwire Tonality Mix,Black Mamba,10
Magnet Eyes,Matthew Barber,4
Carry Go Bring Home,The Selecter,6
White Horse,Laid Back,10
I Apologise (Dear Simon),Moss,4
Big Men in the Sky,Watchhouse,5
Me and Julio Down by the Schoolyard,Paul Simon,1
A Town Called Obsolete - Radio Edit,Andreya Triana,4
Make A Move (Radio Riddler Remix),The Black Seeds,6
To Try For The Sun,Donovan,5
Man Like That,Gin Wigmore,1
Rinse Me Down,Bombay Bicycle Club,8
TJ on a Spree,Paulusma,2
Diamond Lil,David Bromberg,5
Too Many Questions,Sam Sparro,1
S.O.U.R - Rockwell Remix,SpectraSoul feat. Echo Park,9
Happy Jack - Long Version,Rilan & The Bombardiers,9
Johnny Too Bad,Taj Mahal,5
Cocaine,J.J. Cale,2
Imma Star (Everywhere We Are),Jeremih,2
Peculiar,Chef'Special,1
Homesick And Lonesome Blues,Blind Boy Fuller,5
Bullets,Tunng,2
My Sisters,Margot,10
Platoon,Jungle,10
I'll Stay Here,Balthazar,8
But the Neighbors Don't Complain,Apes in the Orange Grove,7
House of the Rising Sun,Idris Muhammad,1
That's Not My Name,The Ting Tings,1
Eventually,The Phoenix Foundation,10
Me & Mr Jones,Amy Winehouse,1
Arthur's Theme (Best That You Can Do) (performed by Nadeah),"Hollywood, Mon Amour",4
Alive,Empire of the Sun,1
Bastará,Los Cafres,1
Chocolate Elvis,Tosca,4
Batuco No Chão,Martinho Da Silva,2
Hombre,M.I.A.,1
Start Again,Gin Ga,4
You're the One That I Want,Angus & Julia Stone,5
Highway 61 Revisited,Bob Dylan,4
Summer In The City,Quincy Jones,5
Good Time,Brazilian Girls,1
Make It Pop,Oh Blimey,9
Just The Blues,Fleetwood Mac,7
La ritournelle,Sébastien Tellier,0
Get Out Of My Way,Joe Torres,2
Airplaying,Chef'Special,1
#Beautiful,Mariah Carey,4
Walking On Sunshine,Eddy Grant,2
Til The End,James Hunter,5
Man for the Job,Maison du Malheur,1
Caracol (Remix of Tremor Original) [feat. Wenceslada],Chancha Via Circuito,10
Knee Socks,Arctic Monkeys,4
Too Dry to Cry,Willis Earl Beal,2
Banker's Blues - Remastered 2011,Rory Gallagher,2
Gypsy,Gardens & Villa,4
I Really Need Love,The Bees,4
Better Off (feat. Kendrick Lamar),Quadron,8
Fancy,Bobbie Gentry,5
It's Time,Eric Lau,10
Okuan Tsentsen Awar,C.K.Mann,10
No Rest for the Wicked (feat. A$AP Rocky),Lykke Li,4
La ballade du mois de juin,Benjamin Biolay,10
California Dreamin',Bobby Womack,2
Azucar de Caña,Eva Ayllón,7
Wicky Wacky,Fatback Band,6
Stormy Monday,T-Bone Walker,7
Hits Me Like A Rock,CSS,1
With The Notes In My Ears,Peter Broderick,5
I'm A Big Girl Now,Mable John,7
Tupelo Honey - 2007 Re-mastered,Van Morrison,0
Good Times (feat. Jeppe Kjellberg) - Smartphone Version,Michael Mayer,10
Fare Thee Well Blues,Mississippi Joe Callicott,5
Man At C&A - 2002 Remastered Version,The Specials,9
Club Thing,Yoav,2
I Turn My Camera On,Spoon,6
Clock,Amongst Giants,7
Strollin',Champion Jack Dupree,5
O Barquinho,Nara Leão,5
Comeback (Light Therapy),Josh Rouse,9
Skin This Cat,Scissor Sisters,8
Sweet and Loving Man,Finley Quaye,2
Under The Sun,Junior Boys,0
La Grande,Laura Gibson,10
La Cumbia Dictadura,SKIP&DIE,1
Sparks,Jesse Woods,5
Mademoiselle,Berry,5
Mean Old World,Eric Clapton,2
Love Sublime,Tensnake,1
Everything Is Broken,Bob Dylan,6
Heart Attack - CSS Remix,The Asteroids Galaxy Tour,1
Sink or Swim,Pajaro Sunrise,6
Sun Beats Down,Splendid,1
No Strings,Chlöe Howl,1
tous les mêmes,Stromae,1
Feel Alright,Komiko,0
I Can't Get Enough,The Dead Brothers,2
Pain in My Heart,Otis Redding,7
Dance,X-O-Dus,8
Fly Like An Eagle,Steve Miller Band,9
Hi-Five,Angel Olsen,4
Everybody Ona Move,Michael Franti,1
Estimated Prophet - 2003 Remaster,Grateful Dead,7
Idlewild Blue (Don'tchu Worry 'Bout Me),Outkast,1
Spinoza,Generationals,1
La molinera y el corregidor,Joaquín Díaz,3
Lonely Avenue - 2005 Remaster,Ray Charles,2
Pra Dizer Adeus,Edu Lobo,5
El Coyote,Guy Clark,7
The Girl Is Mine (feat. Mojo Morgan and Steel Pulse),Easy Star All-Stars,1
Busy Earnin',Jungle,1
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],Asaf Avidan & the Mojos,1
Waiting For Your Touch,Spanky Wilson,1
How Many Times,Peter Cetera,6
(Love's) Ring Of Fire,Anita Carter,5
the place,Inc.,8
Tell Me A Tale,Michael Kiwanuka,4
Enjoy the Silence,Nada Surf,8
Get Out of My Life Woman,Solomon Burke,6
Dive In,Sofie Winterson,5
Hollow Talk - Lulu Rouge's Stella Polaris Remix,Choir Of Young Believers,10
Surf City,The Beach Boys,8
Someone Purer,Mystery Jets,8
Last Train,Alex Haynes,2
Still Is Still Moving To Me,Toots & The Maytals,8
Sympathy For The Devil - Neptunes Full Length Remix,The Rolling Stones,8
Express Yourself - Remastered Version,Charles Wright & The Watts 103rd Street Rhythm Band,1
Crackling Jolts,Wolfendale,1
Little Lies,Dave Barnes,6
Meyrin Fields,Broken Bells,1
How long do I have to wait for you,Sharon Jones,1
Zebra,John Butler Trio,1
Three Hundred Pounds Of Joy - Single Version,Howlin' Wolf,8
Spaceship Coupe,Justin Timberlake,0
Followers Of The Beat,GoldFish,3
Surely Justice,Daryll-Ann,6
"Rosa, Menina Rosa",Jorge Ben Jor,2
Peace and Love,Joggo,3
Lucille,Otis Redding,2
Someone Loves You Honey,June Lodge,8
Me and Lazarus,Iron & Wine,2
Restless,Kakkmaddafakka,8
Magic Spells,Crystal Castles,10
A Deeper Shade Of Soul,Ray Barretto,1
Benares,"Equinox, the Peacekeeper",4
Sonho de um Carnaval,Chico Buarque,2
Punky Reggae Party - Live At The Pavillon De Paris/1977,Bob Marley & The Wailers,9
Take A Fall For Me,James Blake,4
Clean up Woman,Betty Wright,6
La Tarde,Carlos Puebla,2
For a While,Alice Russell,2
3005,Childish Gambino,3
Walking,The Dodos,8
Real Slow,Miami Horror,4
I Guess That You Don't Mind - Featuring Jrm,Uptown Funk Empire,0
One More,Jimmy Cliff,1
You Won't Remind It,Gambles,8
Estatuinha - Live,Edu Lobo,9
Sankara,Alpha Blondy,3
Your Easy Lovin' Ain't Pleasin' Nothin',Mayer Hawthorne,8
Paper Trails,DARKSIDE,10
Stir It Up,Johnny Nash,8
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,3
Catimbó,DJ Dolores,8
Blowin' in the Wind,Bob Dylan,5
Shakedown Street,Grateful Dead,1
Domingo em Copacabana,Elis Regina,2
Q.U.E.E.N. (feat. Erykah Badu),Janelle Monáe,4
The Oil Rigs at Night,The Delines,4
The Knife,You Raskal You,2
Don’t Carry It All,The Decemberists,8
45.000$ (Guapa Pasea) - Afrodisiac Soundsystem Remix,Gecko Turner,1
Twenty Eight,The Weeknd,4
Mixed Messages,Bastian,1
Bam Bam,Yellowman,6
Metal Lungs,Lapland,10
Leave It Alone,Broken Bells,4
Seventh Son,Georgie Fame,7
Knickerbocker,Fujiya & Miyagi,10
Who Am I to Feel So Free (feat. Antony),JD Samson,1
Come And Get It,Ralph Robles,2
Smoke the Weed (feat. Collie Buddz),Snoop Lion,8
Atticus,Noisettes,4
We Are The People,Empire of the Sun,1
Big Yellow Taxi,Counting Crows,1
They Say,The Upsessions,2
Machine,Gin Ga,4
Hot In Herre,The BossHoss,1
Buffalo Soldier,Bob Marley & The Wailers,3
Here Comes The Hotstepper,Ini Kamoze,9
After Laughter (Comes Tears),Wendy Rene,8
Way Down Now,World Party,9
Party Life,The Jimmy Castor Bunch,0
Bucovina Original,Shantel,1
Smalfilm,Spinvis,1
Birthday Sex,Jeremih,4
Smile,Lily Allen,1
Just Because I Do,Selah Sue,4
Jet Airliner,Steve Miller Band,1
You Are The Best Thing,Ray LaMontagne,8
The Message,Cymande,6
Love And Respect,When Saints Go Machine,1
Soulfood,Martina Topley-Bird,4
Wang Dang Doodle,Koko Taylor,2
Mopper's Blues,Big Bill Broonzy,5
I'd Rather Dance With You,Kings of Convenience,1
Scared,NONONO,9
I Think It Was Love,Josephine,2
You,Lucy Pearl,3
"Your Drums, Your Love",AlunaGeorge,4
Outta Control - Remix,50 Cent,3
Tightrope - Acoustic,WALK THE MOON,7
Fly (feat. Super Cat) - Remastered,Sugar Ray,1
Suddenly Last Summer - Remastered 2002,The Motels,1
Cocody Rock,The Wailers,1
Lambada,Erik Wikström,0
Funnel Of Love,Wanda Jackson,2
Loose Cartilage,The Black Seeds,10
First Mind,Nick Mulvey,5
Lighters Up (feat. Mavado & Popcaan),Snoop Lion,3
That Moon Song,Gregory Alan Isakov,7
Piece Of The Pie,The Nextmen,1
What's It Take - 1998 Remastered Version,Robert Palmer,1
You'll Never Find Another Love Like Mine,John Holt,4
Can I Kick It?,A Tribe Called Quest,1
Maria Ninguen,Brigitte Bardot,2
Winter,John Smith,10
Get Ready,Gregory Isaacs,1
Love's Comin' At Ya - 2004 Digital Remaster,Melba Moore,6
Good Things,Pearl Dowdell,1
Lust for You,Hospital,10
Wor,Django Django,4
Tomorrow,The Roots,6
B A Part,Thomas Dybdahl,2
There Can Be Only One,Cass McCombs,2
Come to Me,Lily & Madeleine,4
Bloom,Dpat,5
Miserlou,Dick Dale,8
Tamer Animals,Other Lives,10
I'm On My Way - Remastered Version,Christine Perfect,7
Shiny Happy People,R.E.M.,1
Sugar Pie I'm Not the Same,Josephine Foster,5
A Funky Space Reincarnation - Alternate Extended Mix,Marvin Gaye,0
Seeing Is Believing,The Superimposers,1
Lets Go Surfing,The Drums,8
I'm Begging You Not To Go,Tired Pony,4
Dickie Riddim (feat. Warrior Queen),Schlachthofbronx,3
Be Alright,Zapp,0
Ride On / Right On,Phosphorescent,4
In the Middle,Lily & Madeleine,7
Big Poppa - 2005 Remaster,The Notorious B.I.G.,3
Save Tonight,Eagle-Eye Cherry,4
Paint a Smile On Me - Yuksek Dub Edit,Black Yaya,10
Messages,Xavier Rudd,5
Stop The War Now,Lloyd Parks,3
Five Feet High and Rising,Johnny Cash,2
Sunday Shining,Finley Quaye,1
Skulking,Mazes,8
Madder Red,Yeasayer,8
Boss Pressure,The Upsessions,1
Ain’t Got The Love (Of One Girl On My Mind),Ambassadors,8
Da Da Da No Te Amo a Ti Y Tu No a Mi - Spanish Version,Señor Coconut,1
Some Like It Hot,Dennis Brown,8
Broadway Jungle,Toots & The Maytals,1
Next to You,Poolside,10
Uz,17 Hippies,8
Drop It Like It's Hot,Magic Drum Orchestra,10
Kick Out The Chairs (Whomadewho Rmx),Munk & James Murphy,1
Little Dust,Horse Thief,8
Postman,Melissa Laveaux,10
Feathers,Labrador City,8
Rocroy (feat. Akale Horns),Blundetto,10
Messin' With The Kid,Junior Wells,2
Sunshine Goodtime,Minnutes,10
Mr. Soul,Buffalo Springfield,6
Objects in the Mirror,Mac Miller,4
The Past Recedes,John Frusciante,4
Disco Africa,The Ogyatanaa Show Band,10
Divisive,We Have Band,1
Blister in the Sun - 2002 Remastered Version,Violent Femmes,6
Fallin' Rain,The Neville Brothers,5
The Fun Lovin' Criminal - Hee Haw Version,Fun Lovin' Criminals,6
When the Morning Comes,Daryl Hall & John Oates,2
R U N,Gin Ga,8
Nice and Slow - EP Version,Max Frost,1
I Got Love If You Want It,Slim Harpo,2
Peaches,Dub Pistols,8
Here I Am (Come And Take Me),Al Green,6
She's on Fire,Bo Saris,1
Diamonds On The Soles Of Her Shoes,Paul Simon,2
I Ain't Gonna Be The First To Cry,Bob Moses,10
Just Dropped In (To See What Condition My Condition Is In),Kenny Rogers & The First Edition,2
Bones,Fat Freddy's Drop,0
Strange But True,James Hunter,5
Slow Pull,Jerry Dimmer,10
Franki Valli (feat. The Outfit),SoulChef,1
Tighten Up,The Black Keys,9
More,The Tellers,6
Bring It Up,Kokolo Afrobeat Orchestra,1
Test Tower,Hot & Cold,6
Walkabout,Blue States,9
The Witch Queen of New Orleans,Redbone,6
Going Home,Basko Believes,4
Love Is In Control (Finger On The Trigger) - Chromeo & Oliver Remix,Donna Summer,1
Tambacounda's White Magic,Clap! Clap!,4
I Will Live On Islands,Josh Rouse,1
I Can't Wait,Brassy,8
Movin' on Up,Primal Scream,4
"Hey Me, Hey Mama",Ray LaMontagne,2
Suddenly I See,KT Tunstall,1
East Coast Girl,Cayucas,1
Chalk on My Hands,Pressed And,4
Plain,Jesse Boykins III,6
Apple Pie,Nelson Can,1
Romans,Black Slate,10
These Girls,Sticky Fingers,8
Uh,Fujiya & Miyagi,10
Tell Her,James Hunter,2
And I Love Him,Esther Phillips,2
Dooyo (Airbird Remix),Dur-Dur Band,0
Keep Your Head Up,Ben Howard,4
Hummingbird,B.B. King,9
Boy Like Me,The ACBs,8
Sandman - Original Mix,Joachim Pastor,0
Let It Grow,Eric Clapton,5
Jaspora (feat. Refugee All Stars),Wyclef Jean,3
Let’s Go Trippin,Dick Dale,10
A Minha Menina,Os Mutantes,9
What Me Worry,St. Vincent,5
Hips,Beans & Fatback,8
Daddy Sang Bass,Johnny Cash,2
Young Hearts Run Free,Candi Staton,1
Bienvenidos,Systema Solar,1
Dedication To My Ex (Miss That),Lloyd,1
The Hit,Crazy P,0
Sophisticated Sissy,Rufus Thomas,6
Wake Me Up,Deniz Kurtel,5
Nature's Disappearing,John Mayall,8
D.A.N.C.E.,Justice,9
Sam Hall,Johnny Cash,2
Bad Girls - Switch Remix,M.I.A.,3
The Same Thing,Muddy Waters,2
Dark Star,POLIÇA,10
Blurred Lines,Robin Thicke,6
What We Need - Rhian Sheehan's Selenophobia Mix,The Black Seeds,8
I Believe I Can Fly,Sanchez,4
Large,Taken By Trees,6
Power,Pompeya,1
Swimsuits,The Cool Kids,1
Sadagora Hot Dub - Remixed by Shantel,Amsterdam Klezmer Band,10
Funky,The Chambers Brothers,1
Bananeira,Emílio Santiago,1
Freedom,Guts,6
Sleep,Allen Stone,8
Give Yourself Away,Jack Peñate,1
Catch My Disease,Ben Lee,1
Dust,Recloose,0
Brown Grass,Gregory Porter,2
Me For You,Moss,8
Cannonball,The Breeders,10
D.A.N.C.E,Get Cape. Wear Cape. Fly,6
Sloop John B,Dick Dale,8
Feelin' Alright? - Traffic Cover,The 5th Dimension,1
All This Beauty,The Weepies,8
Lésé Yo Palé,Mas Ka Klé,3
Running From The Thoughts,Dub Pistols,1
Daft Punk Is Playing at My House,LCD Soundsystem,1
Fire on the Bayou,The Meters,6
D'Leau Coco,Les Leopards,1
Looking for a Fox,Clarence Carter,6
Back A Yard,The In Crowd,9
Walk the Line,Leddie & Smoggy,3
In The Hospital,Friendly Fires,1
Fire Water Burn,Bloodhound Gang,10
Stations,Nev Cottee,1
Oh Sheila (Re-Recorded),Ready For The World,6
Give Me The Sunshine,Leo's Sunshipp,0
Start From Scratch,Passafire,1
Parallels,Eels,5
Dang Me - Live/Remastered,Johnny Rivers,9
Vula,Thomas Chauke,0
Wordy Rappinghood - Evian Mix,Uffie,9
Melancholy Eyes,The New Heaven Dieppe,10
Tem Mais Samba,Chico Buarque,2
I Saw You Blink,Stornoway,8
Beat It,The Dublicators,6
Day Like This Rework,Tony Allen,1
Sugar Water,Cibo Matto,3
"Don't Call It Love - 12"" Version",Zero 7,0
Mommy,Selah Sue,5
Zebra,Beach House,7
We Have All The Time In The World,Fun Lovin' Criminals,10
Demon In Disguise,David Bromberg,5
La Dueña de Mi Corazón,Gaby Moreno Y Su Orquesta,5
Walkability,Way Yes,8
Ophelia,Matt Costa,4
Humankind,Alice Russell,6
Lovesick Blues,Hank Williams,2
Super Rich Kids,Frank Ocean,6
Mr Sun - Original,Don Carlos,8
The Cowboys,Ed McCurdy,7
Warm Shadow - Marcus Worgull Remix,Fink,0
Another Story,The Head And The Heart,4
Dear Mr. President,Fitz and The Tantrums,1
Fresh,Summer Camp,1
Don't Wait - Giraffage Remix,Mapei,4
"Please, Please, Please, Let Me Get What I Want",She & Him,7
Do You Wanna Ride,Reggie B,3
Nitrous,Nick Mulvey,2
Mountain Energy,The Fall,2
Gonna Get Over You,France Joli,9
Dreams,GABRIELLE,6
Last Dance,Rhye,2
Altered Beast,Kithkin,9
Gee Up,Kindness,1
Delicate Flowers,Talib Kweli,9
Twist,Xavier Rudd,1
Las Voces,Josh Rouse,6
Let There Be Love,Silje Nergaard,2
Everlasting Light,The Black Keys,1
Gold on the Ceiling,The Black Keys,1
Shout,Jonathan Jeremiah,7
Sunshine,Little Dragon,6
Hesitation Blues,Ralph McTell,5
Ivy & Gold,Bombay Bicycle Club,2
Brothers On The Slide,The Dynamics,6
Turn Your Lights Down Low,Bob Marley & The Wailers,2
If It Were Left Up to Me - Single Master,Sly & The Family Stone,10
Let's Have a Ball Tonight,Tim Maia,4
I Can't Stand The Rain,Ann Peebles,6
Bounce,DJ Cam,9
Adorn,Miguel,8
Backfire,The Treble Spankers,1
Duvidó,Quantic,4
Delia's Gone,Johnny Cash,5
Would You...?,Touch & Go,8
Ride Your Pony,The Meters,6
Sunny Days,Sabrina Starke,1
Mama Don't You Tear My Clothes,Snooks Eaglin,5
Red Guitar,Cassandra Wilson,5
Everybody's In Here,Ms. Henrik,1
5 Years Time,Noah And The Whale,6
Bosques Vía Temperley (feat. Kumbha Kethu),Chancha Via Circuito,3
Surf Rider,The Lively Ones,10
Wraith,Peace,4
Never Get Enough,Das Pop,8
SexyBack (feat. Timbaland),Justin Timberlake,6
The Visitor,Paqua,10
Candela,Kokolo Afrobeat Orchestra,1
Monkey Man - Original,Toots & The Maytals,6
Arrete Mal Parle,Fair Nick Stars,1
Ride Me High,J.J. Cale,2
Slower End,Moss,5
Princesa Negra De Angola,Bebeto,9
Everything Goes My Way,Metronomy,6
Werente Serigne,Orchestra Baobab,2
Everybody Loves The Sunshine,Roy Ayers Ubiquity,9
Jungle Love,The Time,9
Ride On,Santoré,10
Come To My Door - Acoustic Version,José James,5
Sandy Toes (1967),Linda Perhacs,5
Nobody's Fault But My Own,Beck,5
Roscoe - Beyond The Wizard's Sleeve Remix,Midlake,0
Yelé (feat. Ms. Lauryn Hill),Wyclef Jean,5
Good Man,Raphael Saadiq,4
"Quer Queira, Quer Não Queira",Tim Maia,1
I Can Change,LCD Soundsystem,1
Eyes Wider Than Before,Scott Matthews,5
Doses & Mimosas,Cherub,4
Soldier ft. Big Red & 5Nizza,DJ Vadim,1
Fire And Brimstone,Link Wray,1
